filename,start,end,speaker
conversation170.wav,0.0,5.558666666666666,Alice
conversation170.wav,5.558666666666666,10.797333333333334,Eva
conversation170.wav,10.797333333333334,17.18866666666667,David
conversation170.wav,17.18866666666667,21.222,Alice
conversation170.wav,21.222,26.642000000000003,Eva
conversation170.wav,26.642000000000003,34.33466666666667,David
conversation170.wav,34.33466666666667,37.343333333333334,Alice
conversation170.wav,37.343333333333334,43.83,Eva
conversation170.wav,43.83,49.538,David
conversation170.wav,49.538,55.096666666666664,Alice
conversation170.wav,55.096666666666664,60.46333333333333,Eva
conversation170.wav,60.46333333333333,65.74466666666666,David
conversation170.wav,65.74466666666666,66.99333333333333,Alice
conversation92.wav,0.0,5.515333333333333,Alice
conversation92.wav,5.515333333333333,10.978666666666665,Ben
conversation92.wav,10.978666666666665,17.689999999999998,Isabella
conversation92.wav,17.689999999999998,26.629999999999995,David
conversation92.wav,26.629999999999995,30.99333333333333,Grace
conversation92.wav,30.99333333333333,39.422666666666665,Alice
conversation92.wav,39.422666666666665,47.818,Ben
conversation92.wav,47.818,58.34733333333333,Isabella
conversation92.wav,58.34733333333333,67.02066666666667,David
conversation92.wav,67.02066666666667,73.134,Grace
conversation92.wav,73.134,79.24733333333333,Alice
conversation78.wav,0.0,6.731333333333334,Isabella
conversation78.wav,6.731333333333334,12.472000000000001,Cathy
conversation78.wav,12.472000000000001,19.93,Eva
conversation78.wav,19.93,32.40133333333333,Ben
conversation78.wav,32.40133333333333,43.902,Cathy
conversation78.wav,43.902,53.962666666666664,Eva
conversation78.wav,53.962666666666664,59.28666666666666,Isabella
conversation78.wav,59.28666666666666,65.17599999999999,Ben
conversation78.wav,65.17599999999999,71.75866666666666,Cathy
conversation78.wav,71.75866666666666,74.68199999999999,Eva
conversation78.wav,74.68199999999999,79.89999999999999,Isabella
conversation78.wav,79.89999999999999,82.58866666666665,Ben
conversation135.wav,0.0,5.334666666666666,Eva
conversation135.wav,5.334666666666666,13.624666666666666,Isabella
conversation135.wav,13.624666666666666,15.289333333333333,Ben
conversation135.wav,15.289333333333333,22.010666666666665,David
conversation135.wav,22.010666666666665,30.546,Grace
conversation135.wav,30.546,36.25333333333333,Eva
conversation135.wav,36.25333333333333,42.462666666666664,Isabella
conversation135.wav,42.462666666666664,52.34133333333333,Ben
conversation135.wav,52.34133333333333,60.91866666666667,David
conversation135.wav,60.91866666666667,66.70133333333334,Eva
conversation135.wav,66.70133333333334,74.99133333333333,Grace
conversation135.wav,74.99133333333333,80.27266666666667,Isabella
conversation96.wav,0.0,3.712666666666667,Alice
conversation96.wav,3.712666666666667,11.084666666666667,David
conversation96.wav,11.084666666666667,20.025333333333336,Alice
conversation96.wav,20.025333333333336,28.21933333333334,David
conversation96.wav,28.21933333333334,34.94133333333334,Alice
conversation96.wav,34.94133333333334,43.38000000000001,David
conversation96.wav,43.38000000000001,52.000666666666675,Alice
conversation147.wav,0.0,5.782666666666667,Alice
